symbol,date,headline,sentiment,confidence,score
ASIANPAINT,2026-03-13 10:13:50.227,The Exchange has received Disclosure under Regulation 31(1) and 31(2) of SEBI (S,neutral,0.9357256293296814,0.0
ASIANPAINT,2026-03-17 17:25:50.297,This is to inform you that the trading window for trading in the securities of t,neutral,0.9215097427368164,0.0
ASIANPAINT,2026-03-17 17:30:16.447,The Exchange has received Disclosure under Regulation 31(1) and 31(2) of SEBI (S,neutral,0.9378376603126526,0.0
ASIANPAINT,2026-03-18 18:07:55.027,The Exchange has received Disclosure under Regulation 31(1) and 31(2) of SEBI (S,neutral,0.9276496767997742,0.0
ASIANPAINT,2026-03-19 10:20:16.783,The Exchange has received Disclosure under Regulation 31(1) and 31(2) of SEBI (S,neutral,0.9358085989952087,0.0
ASIANPAINT,2026-03-19 14:49:11.387,Please find enclosed the Trading Plan dated 17th March 2026 received from Geetan,neutral,0.9522727727890015,0.0
ASIANPAINT,2026-03-24 21:34:41.740,"The Boards'' of Harind Chemicals and Pharmaceuticals Private Limited (Harind), s",neutral,0.9270874261856079,0.0
ASIANPAINT,2026-03-26 18:56:17.330,"The Board of Directors at their meeting held today, 26th March 2026 appointed SR",neutral,0.9428682923316956,0.0
ASIANPAINT,2026-03-31 12:08:36.253,This is to inform you that Asian Paints (Polymers) Private Limited  (''Transfero,neutral,0.9419645667076111,0.0
ASIANPAINT,2026-04-15 19:28:14.577,Please find enclosed herewith the Certificate received from MUFG Intime India Pr,neutral,0.9439799785614014,0.0
ASIANPAINT,2026-04-28 19:36:53.270,Pursuant to Regulation 30 read with Para A Part A of Schedule III of the Listing,neutral,0.9507192969322205,0.0
ASIANPAINT,2026-04-30 12:16:45.570,Asian Paints Ltdhas informed BSE that the meeting of the Board of Directors of t,neutral,0.9395875930786133,0.0
ASIANPAINT,2026-04-30 12:36:30.990,This is to inform you that a meeting of the Board of Directors of the Company wi,neutral,0.948678731918335,0.0
BAJFINANCE,2026-02-12 12:29:10.550,Allotment of Secured Redeemable Non-Convertible Debentures on Private Placement ,neutral,0.9529711008071899,0.0
BAJFINANCE,2026-02-20 13:09:51.560,Allotment of Secured Redeemable Non-Convertible Debentures on Private Placement ,neutral,0.9516632556915283,0.0
BAJFINANCE,2026-03-16 19:09:14.263,Schedule of Analyst/Institutional Investor meeting,neutral,0.9414584040641785,0.0
BAJFINANCE,2026-03-17 20:52:26.313,Classification as Senior Management Personnel,neutral,0.9351245760917664,0.0
BAJFINANCE,2026-03-23 16:25:25.687,"The Board of Directors of the Company, at their meeting held today i.e. 23 March",neutral,0.933643639087677,0.0
BAJFINANCE,2026-03-26 19:42:52.340,Closure of Trading Window,negative,0.7267048358917236,-0.7267048358917236
BAJFINANCE,2026-04-03 19:13:45.023,"Information under Regulation 30 of SEBI Listing Regulations, 2015 and Regulation",neutral,0.9497218132019043,0.0
BAJFINANCE,2026-04-06 18:12:51.707,Certificate under Regulation 74(5) of the SEBI (Depositories and Participants) R,neutral,0.9492369294166565,0.0
BAJFINANCE,2026-04-06 19:52:54.590,Bajaj Finance Ltdhas informed BSE that the meeting of the Board of Directors of ,neutral,0.9410946369171143,0.0
BAJFINANCE,2026-04-07 16:42:22.583,"Intimation of allotment of equity shares under Employee Stock Option scheme, 200",neutral,0.9373838901519775,0.0
BAJFINANCE,2026-04-13 19:03:05.777,Intimation of Conference Call in respect of financial results for the quarter en,neutral,0.9268816709518433,0.0
BAJFINANCE,2026-04-17 13:39:54.127,Allotment of Secured Redeemable Non-Convertible Debentures on Private Placement ,neutral,0.9516632556915283,0.0
BAJFINANCE,2026-04-24 12:44:42.340,Bajaj Finance Ltdhas informed BSE that the meeting of the Board of Directors of ,neutral,0.93818199634552,0.0
BAJFINANCE,2026-04-28 20:55:59.527,"Intimation of grant of options pursuant to Employee Stock Option Scheme, 2009.",neutral,0.9318463802337646,0.0
BAJFINANCE,2026-04-29 16:38:46.660,The Board Meeting commenced at 1:45 p.m. and concluded at 3:50 p.m.,neutral,0.8885084986686707,0.0
BAJFINANCE,2026-04-29 16:49:27.953,Audited standalone and consolidated financial results for the quarter and year e,neutral,0.920983612537384,0.0
BAJFINANCE,2026-04-29 16:58:40.470,The Board of Directors have recommended final dividend on equity shares at the r,neutral,0.9356350302696228,0.0
BAJFINANCE,2026-04-29 17:03:18.690,A dividend of Rs. 6 per share (600%) of face value of Re. 1 each on equity share,neutral,0.9444524645805359,0.0
BAJFINANCE,2026-04-29 17:08:39.740,"Pursuant to Regulation 42 of SEBI Listing Regulations, the record date for the p",neutral,0.9387757182121277,0.0
BAJFINANCE,2026-04-29 17:12:55.967,"Annual General Meeting of the Company will be held on Thursday, 30 July 2026. Fu",neutral,0.9548267126083374,0.0
BAJFINANCE,2026-04-29 17:16:57.097,Non-Continuation of Non-Executive Director.,neutral,0.8627270460128784,0.0
BAJFINANCE,2026-04-29 17:23:26.847,Re-appointment of Independent Director,neutral,0.8803563117980957,0.0
BAJFINANCE,2026-04-29 17:30:47.120,Investor Presentation for the Quarter ended 31 March 2026,neutral,0.931233286857605,0.0
BAJFINANCE,2026-04-29 17:38:27.930,"The Board of Directors of the Company, at its meeting held today i.e. 29 April 2",positive,0.6223524808883667,0.6223524808883667
BAJFINANCE,2026-04-29 18:01:05.993,Re-appointment of Independent Director,neutral,0.8803563117980957,0.0
BAJFINANCE,2026-04-29 21:58:50.633,The audio recording of the conference call has been hosted on the website of the,neutral,0.8337336778640747,0.0
BAJFINANCE,2026-05-04 19:15:02.950,Transcript of conference call held in respect of the financial results for the q,neutral,0.9348045587539673,0.0
BAJFINANCE,2026-05-12 13:02:39.067,Allotment of Secured Redeemable Non-Convertible Debentures (NCD) on Private Plac,neutral,0.9534648060798645,0.0
BAJFINANCE,2026-05-13 19:06:54.757,Schedule of Analyst/Institutional Investor Meeting,neutral,0.9414584040641785,0.0
BAJFINANCE,2026-05-13 19:18:32.147,Schedule of Analyst/ Institutional Investor Meetings from 18 May 2026 to 20 May ,neutral,0.9290857315063477,0.0
HDFCBANK,2026-03-24 13:50:31.023,Allotment of Equity Shares under ESOP/RSU,neutral,0.949616551399231,0.0
HDFCBANK,2026-03-24 22:14:48.150,HDFC Bank Ltdhas informed BSE that the meeting of the Board of Directors of the ,neutral,0.9410756230354309,0.0
HDFCBANK,2026-03-26 16:11:41.193,Re-appointment of Dr. (Mrs.) Sunita Maheshwari as an Independent Director of HDF,neutral,0.9418893456459045,0.0
HDFCBANK,2026-03-27 09:52:52.403,Notice of Postal Ballot,neutral,0.9222330451011658,0.0
HDFCBANK,2026-03-28 15:03:24.093,Newspaper publication confirming the dispatch of Postal Ballot Notice,neutral,0.9358022212982178,0.0
HDFCBANK,2026-04-02 08:51:17.817,The Exchange has received the disclosure under Regulation 29(2) of SEBI (Substan,neutral,0.9245670437812805,0.0
HDFCBANK,2026-04-02 18:15:34.327,Intimation of ESG rating,neutral,0.9179244637489319,0.0
HDFCBANK,2026-04-02 18:22:41.313,HDFC Bank Ltdhas informed BSE that the meeting of the Board of Directors of the ,neutral,0.9407177567481995,0.0
HDFCBANK,2026-04-03 15:32:08.933,Newspaper publication regarding special window for transfer and dematerialisatio,neutral,0.9458239078521729,0.0
HDFCBANK,2026-04-04 08:36:12.310,Intimation under SEBI (Listing Obligations and Disclosure Requirements) Regulati,neutral,0.952527642250061,0.0
HDFCBANK,2026-04-07 15:43:06.797,Publication of notice in newspaper for transfer of equity shares to IEPF authori,neutral,0.9541088342666626,0.0
HDFCBANK,2026-04-13 17:20:44.923,Earnings call in relation to the audited standalone and consolidated financial r,neutral,0.9262719750404358,0.0
HDFCBANK,2026-04-14 15:29:40.473,Update on the Earnings call in relation to the audited standalone and consolidat,neutral,0.9260056018829346,0.0
HDFCBANK,2026-04-16 15:35:53.743,Certificate under Regulation 74(5) of the SEBI (Depositories and Participants) R,neutral,0.9478264451026917,0.0
HDFCBANK,2026-04-16 16:40:14.603,Investment in the equity shares of HDFC Life Insurance Company Limited,neutral,0.9401074647903442,0.0
HDFCBANK,2026-04-18 14:45:54.733,"Outcome of the Board Meeting held on April 18, 2026",neutral,0.9434708952903748,0.0
HDFCBANK,2026-04-18 14:55:49.767,The Board has recommended a final dividend of Rs. 13 per equity share of Rs. 1 e,neutral,0.9223586916923523,0.0
HDFCBANK,2026-04-18 15:03:17.460,Financial Results including the audited standalone and consolidated financial re,neutral,0.9253726005554199,0.0
HDFCBANK,2026-04-18 15:41:26.007,Presentation to be made at the Earnings Call,neutral,0.9468516707420349,0.0
HDFCBANK,2026-04-18 19:50:39.623,Retirement of Mr. Bhavesh Zaveri,neutral,0.7715985774993896,0.0
HDFCBANK,2026-04-18 22:23:39.170,Audio Recording of Earnings Call in relation to the audited standalone and conso,neutral,0.9414197206497192,0.0
HDFCBANK,2026-04-20 11:50:52.960,Notice of Postal Ballot,neutral,0.9222330451011658,0.0
HDFCBANK,2026-04-20 12:53:37.053,Copy of newspaper publication,neutral,0.9166857600212097,0.0
HDFCBANK,2026-04-21 13:45:23.687,Copy of Newspaper Publication,neutral,0.9166857600212097,0.0
HDFCBANK,2026-04-22 14:34:09.433,"Allotment of 17,84,256 equity shares under ESOP/RSU",neutral,0.9524054527282715,0.0
HDFCBANK,2026-04-24 15:45:11.887,Transcript of Earnings Call in relation to the audited standalone and consolidat,neutral,0.932691752910614,0.0
HDFCBANK,2026-04-27 14:36:14.687,Intimation under Regulation 30 and 44 of SEBI (Listing Obligation and Disclosure,neutral,0.9517641067504883,0.0
HDFCBANK,2026-04-29 12:34:42.120,Allotment of 383322 equity shares pursuant to exercise of ESOP/RSU,neutral,0.946557879447937,0.0
HDFCBANK,2026-05-06 22:20:29.610,Receipt of approval from the Reserve Bank of India to HDFC Bank Limited for maki,positive,0.8815670609474182,0.8815670609474182
HDFCBANK,2026-05-13 17:05:59.883,Newspaper publication on communication to shareholders regarding deduction of ta,neutral,0.9357643723487854,0.0
MARUTI,2026-03-01 10:57:47.820,Maruti Suzuki sales in February 2026,neutral,0.9215587377548218,0.0
MARUTI,2026-03-01 19:23:48.080,Maruti Suzuki Production Volume: February 2026,neutral,0.9328627586364746,0.0
MARUTI,2026-03-12 16:33:47.307,Schedule of Investor Meeting,neutral,0.9092623591423035,0.0
MARUTI,2026-03-17 10:29:14.713,Investor Presentation,neutral,0.9151183366775513,0.0
MARUTI,2026-03-17 14:03:13.070,Intimation under Regulation 30 of SEBI (Listing Obligations & Disclosure Require,neutral,0.9509789347648621,0.0
MARUTI,2026-03-24 14:29:24.910,Changes in Senior Management Personnel (SMP),neutral,0.5486204028129578,0.0
MARUTI,2026-03-25 18:45:09.487,Intimation under Regulation 30 of the Securities and Exchange Board of India (Li,neutral,0.9494345188140869,0.0
MARUTI,2026-03-27 15:39:06.533,Closure of Trading Window,negative,0.7267048358917236,-0.7267048358917236
MARUTI,2026-03-31 17:39:42.550,Intimation under Regulation 30 of SEBI (Listing Obligations & Disclosure Require,neutral,0.95112544298172,0.0
MARUTI,2026-04-01 14:52:41.013,Maruti Suzuki sales in March 2026 and FY 2025-26,neutral,0.9145934581756592,0.0
MARUTI,2026-04-01 19:10:46.740,Maruti Suzuki Production Volume: March 2026,neutral,0.930112898349762,0.0
MARUTI,2026-04-10 15:25:34.700,Maruti Suzuki India Ltdhas informed BSE that the meeting of the Board of Directo,neutral,0.9455530047416687,0.0
MARUTI,2026-04-16 10:51:56.930,Copy of notice published in newspaper,neutral,0.9350531697273254,0.0
MARUTI,2026-04-23 15:34:58.687,Schedule of Conference Call,neutral,0.887584388256073,0.0
MARUTI,2026-04-24 18:14:41.697,Intimation under Regulation 30 of the Securities and Exchange Board of India (Li,neutral,0.9494345188140869,0.0
MARUTI,2026-04-28 14:41:09.860,Audited financial results for the year ended on 31st March 2026,neutral,0.9130798578262329,0.0
MARUTI,2026-04-28 14:46:38.717,Audited financial results for the year ended on 31st March 2026,neutral,0.9130798578262329,0.0
MARUTI,2026-04-28 14:51:17.340,Dividend recommendation and dividend payment date,neutral,0.9429382681846619,0.0
MARUTI,2026-04-28 14:54:04.753,Press release on the annual financial results for the year ended on 31st March 2,neutral,0.9344849586486816,0.0
MARUTI,2026-04-28 14:56:56.603,Investor Presentation on the annual financial results for the year ended 31st Ma,neutral,0.9413845539093018,0.0
MARUTI,2026-04-28 15:00:10.550,Record date for payment of dividend,neutral,0.9221421480178833,0.0
MARUTI,2026-04-28 21:50:58.763,Audio recording of the investors'' call held on 28th April 2026,neutral,0.9459658861160278,0.0
MARUTI,2026-04-29 16:19:31.083,Copy of published results,neutral,0.9406152367591858,0.0
MARUTI,2026-05-01 14:40:36.873,Maruti Suzuki sales in April 2026,neutral,0.9232389330863953,0.0
MARUTI,2026-05-01 18:51:53.340,Maruti Suzuki Production volume: April 2026,neutral,0.9305781126022339,0.0
MARUTI,2026-05-04 22:41:24.873,Transcript of investors'' call,neutral,0.8538428544998169,0.0
MARUTI,2026-05-11 17:22:52.437,Intimation under Regulation 30 of the Securities and Exchange Board of India (Li,neutral,0.9494345188140869,0.0
MARUTI,2026-05-13 17:57:17.553,Schedule of Investor Meetings,neutral,0.9109116196632385,0.0
MARUTI,2026-05-14 11:52:41.450,Consolidated financial results issued by Suzuki Motor Corporation in Japan,neutral,0.9008709788322449,0.0
RELIANCE,2026-02-18 19:32:58.460,Please note that the Company executives will be participating in the Institution,neutral,0.9554015398025513,0.0
RELIANCE,2026-02-19 19:27:46.203,Please note that the Company executives will be participating in the Institution,neutral,0.9558917880058289,0.0
RELIANCE,2026-02-23 19:45:42.220,"This is further to the disclosure dated February 18, 2026 made by the Company. W",neutral,0.9477490186691284,0.0
RELIANCE,2026-02-24 19:48:17.453,"This is further to the disclosure dated February 19, 2026 made by the Company. W",neutral,0.9465565085411072,0.0
RELIANCE,2026-02-25 19:47:06.583,Reliance Enterprise Intelligence Limited ceasing to be a step-down wholly owned ,neutral,0.8320133090019226,0.0
RELIANCE,2026-03-04 19:31:34.640,Please note that the Company executives will be participating in the Institution,neutral,0.9564296007156372,0.0
RELIANCE,2026-03-06 13:15:47.483,"Please find attached a media release by Reliance Consumer Products Limited, a su",neutral,0.8877133727073669,0.0
RELIANCE,2026-03-09 16:21:38.300,"Please find attached a media release by Reliance Retail Limited, a subsidiary of",positive,0.8376703262329102,0.8376703262329102
RELIANCE,2026-03-10 19:13:40.690,"This is further to the disclosure dated March 4, 2026 made by the Company. We wi",neutral,0.9471580982208252,0.0
RELIANCE,2026-03-10 21:47:03.233,A media statement issued by the Company is attached.,neutral,0.9475753903388977,0.0
RELIANCE,2026-03-16 19:14:55.290,"Please find attached a media release by the Company, titled ""RELIANCE INDUSTRIES",positive,0.6090336441993713,0.6090336441993713
RELIANCE,2026-03-18 00:49:23.137,Disclosure under Regulation 30 of the Securities and Exchange Board of India (Li,neutral,0.9493556618690491,0.0
RELIANCE,2026-03-31 13:07:24.623,Disclosure under Regulation 30 of the Securities and Exchange Board of India (Li,neutral,0.9493556618690491,0.0
RELIANCE,2026-03-31 16:13:03.720,"This is to inform that pursuant to the Company''s code of conduct to regulate, m",neutral,0.9390652775764465,0.0
RELIANCE,2026-04-10 18:10:36.930,The newspaper clippings of the advertisement on the captioned subject published ,neutral,0.930740237236023,0.0
RELIANCE,2026-04-13 23:15:03.940,Disclosure under Regulation 30 of the Securities and Exchange Board of India (Li,neutral,0.9398805499076843,0.0
RELIANCE,2026-04-16 19:34:03.767,Allotment of Equity Shares pursuant to Reliance Industries Limited Employees'' S,neutral,0.9382290244102478,0.0
RELIANCE,2026-04-17 18:21:19.450,Reliance Industries Ltdhas informed BSE that the meeting of the Board of Directo,neutral,0.9439156651496887,0.0
RELIANCE,2026-04-17 18:28:12.730,A meeting of the Board of Directors of the Company is scheduled to be held on Fr,neutral,0.9516004323959351,0.0
RELIANCE,2026-04-22 20:50:13.267,Please find attached disclosure under Regulation 30 of the Securities and Exchan,neutral,0.9487161636352539,0.0
RELIANCE,2026-04-24 11:13:30.630,"Please find attached a media release by the Company, titled ""TIME to bring ''TIM",neutral,0.7235692143440247,0.0
RELIANCE,2026-04-24 19:26:25.357,Outcome of the Board Meeting,neutral,0.9205952286720276,0.0
RELIANCE,2026-04-24 19:29:46.143,Outcome of the Board Meeting,neutral,0.9205952286720276,0.0
RELIANCE,2026-04-24 19:35:45.963,Media Release - Consolidated and Standalone Audited Financial Results for the qu,neutral,0.9292129874229431,0.0
RELIANCE,2026-04-24 19:43:47.490,Please find attached presentation on the Audited Financial Results (Consolidated,neutral,0.9436389803886414,0.0
RELIANCE,2026-04-25 16:45:30.540,Audio recording of the discussion on the Audited Financial Results (Consolidated,neutral,0.9507436752319336,0.0
RELIANCE,2026-04-26 23:25:52.417,Transcript of the discussion on the Audited Financials Results (Consolidated and,neutral,0.9509854316711426,0.0
RELIANCE,2026-04-30 16:03:05.177,"Please find attached a media release by Reliance Retail Limited, a subsidiary of",neutral,0.81051105260849,0.0
RELIANCE,2026-05-07 14:56:22.303,Update on acquisition of 100% equity stake of Kandla GHA Transmission Limited.,neutral,0.9125564098358154,0.0
SBIN,2026-04-06 19:20:07.843,Newspaper Publication,neutral,0.9207821488380432,0.0
SBIN,2026-04-07 16:09:32.350,Newspaper Publication regarding post-despatch Notice of General Meeting,neutral,0.8532513976097107,0.0
SBIN,2026-04-09 16:32:52.943,Newspaper Publication regarding shares transferred to IEPF,neutral,0.9134074449539185,0.0
SBIN,2026-04-09 16:43:13.093,"Certificate under Regulation 74(5) of SEBI (DP) Regulations, 2018",neutral,0.9365634918212891,0.0
SBIN,2026-04-10 16:16:01.143,Newspaper Publication of Notice for transfer of unclaimed bond interest proceeds,neutral,0.9522508382797241,0.0
SBIN,2026-04-21 19:58:11.940,Newly promoted Deputy Managing Directors,neutral,0.9041275978088379,0.0
SBIN,2026-04-22 18:23:33.707,Newspaper Publication on Notice of Second 100 days campaign under ''Saksham Nive,neutral,0.9283537268638611,0.0
SBIN,2026-04-27 19:57:20.280,List of validly nominated candidates,neutral,0.93756502866745,0.0
SBIN,2026-04-29 17:55:19.570,Gazette Publication and Newspaper advertisement,neutral,0.9403481483459473,0.0
SBIN,2026-05-02 13:04:57.050,State Bank Of Indiahas informed BSE that the meeting of the Board of Directors o,neutral,0.9449865818023682,0.0
SBIN,2026-05-02 17:01:05.493,Interaction with Analysts / Institutional Investors on 08.05.2026,neutral,0.9438245892524719,0.0
SBIN,2026-05-04 18:52:20.373,Details of validly nominated candidates for Election of Directors,neutral,0.942568302154541,0.0
SBIN,2026-05-07 20:45:10.537,"Completion of three-year term of Smt. Swati Gupta, Director",neutral,0.8468506932258606,0.0
SBIN,2026-05-07 20:50:39.200,State Bank Of Indiahas informed BSE that the meeting of the Board of Directors o,neutral,0.9420995712280273,0.0
SBIN,2026-05-08 13:55:23.920,Outcome of Board meeting held on 08.05.2026 for financial results and dividend,neutral,0.940444827079773,0.0
SBIN,2026-05-08 14:14:20.030,Press Release Q4FY26 Results,neutral,0.9153080582618713,0.0
SBIN,2026-05-08 14:17:38.190,Presentation Q4FY26 Results,neutral,0.9181088209152222,0.0
SBIN,2026-05-08 15:39:19.547,Financial Results for the Year ended on 31.03.2026,neutral,0.9120137095451355,0.0
SBIN,2026-05-08 15:49:50.137,Dividend for FY 2024-25,neutral,0.9271905422210693,0.0
SBIN,2026-05-08 15:52:56.850,Statement of Deviation,neutral,0.9283223152160645,0.0
SBIN,2026-05-08 15:53:40.960,Record date for dividend for FY 2025-26,neutral,0.9422669410705566,0.0
SBIN,2026-05-08 15:57:38.780,Book Closure for dividend,negative,0.5617398023605347,-0.5617398023605347
SBIN,2026-05-08 19:34:19.223,Dividend for FY 2025-26,neutral,0.9205074310302734,0.0
SBIN,2026-05-08 19:54:54.040,Audio Recording of Post Earning Investor / Analyst Meeting,neutral,0.9369943737983704,0.0
SBIN,2026-05-11 17:54:42.543,Withdrawal of nomination,negative,0.5197086930274963,-0.5197086930274963
SBIN,2026-05-11 18:07:05.227,Newspaper Publication of financial results for the quarter and year ended 31.03.,neutral,0.907965898513794,0.0
SBIN,2026-05-12 14:04:36.340,Outcome of Board Meeting - Fund Raising,neutral,0.8965165615081787,0.0
SBIN,2026-05-12 18:54:07.710,Schedule of analyst meet,neutral,0.9226841926574707,0.0
SBIN,2026-05-12 18:57:07.700,Schedule of analyst meet,neutral,0.9226841926574707,0.0
SBIN,2026-05-12 18:58:27.610,Schedule of analyst meet,neutral,0.9226841926574707,0.0
TCS,2026-03-09 12:42:39.413,Press Release - TCS launches Gemini Experience Center in the US to help accelera,positive,0.750221848487854,0.750221848487854
TCS,2026-03-09 19:57:52.480,Disclosure under Regulation 30 of SEBI (Listing Obligations and Disclosure Requi,neutral,0.9489667415618896,0.0
TCS,2026-03-17 11:30:44.930,Press Release - TCS launches Rapid Outcome AI platform powered by NVIDIA,neutral,0.81339031457901,0.0
TCS,2026-03-18 12:32:23.827,Press Release - TCS and Pearson partner to accelerate AI-powered learning for gl,positive,0.9171897172927856,0.9171897172927856
TCS,2026-03-18 19:46:29.710,Newspaper advertisement regarding the opening of another special window for re-l,neutral,0.9242417216300964,0.0
TCS,2026-03-19 14:00:45.260,Press Release - Amadeus and TCS announce global strategic partnership to acceler,positive,0.9193503856658936,0.9193503856658936
TCS,2026-03-19 16:33:38.230,"Press Release - TCS and ABB strengthen strategic IT, AI, and engineering partner",positive,0.950552225112915,0.950552225112915
TCS,2026-03-20 12:30:43.440,Press Release - TCS and Swissport extend strategic partnership to accelerate AI-,positive,0.9425342679023743,0.9425342679023743
TCS,2026-03-23 18:18:52.777,Tata Consultancy Services Ltdhas informed BSE that the meeting of the Board of D,neutral,0.9512647390365601,0.0
TCS,2026-03-27 13:13:21.610,Schedule of Analyst/Institutional Investor Meeting,neutral,0.9414584040641785,0.0
TCS,2026-04-07 18:17:11.343,Reminder Letter to shareholders regarding unclaimed dividend and equity shares o,neutral,0.9533645510673523,0.0
TCS,2026-04-09 15:56:11.657,"Financial Results for the year ended March 31, 2026, and Recommendation of a Fin",neutral,0.9430235028266907,0.0
TCS,2026-04-09 16:00:30.623,"Financial Results for the year ended March 31, 2026 and Recommendation of a Fina",neutral,0.9425530433654785,0.0
TCS,2026-04-09 16:03:43.440,"Press release dated April 9, 2026",neutral,0.9274013042449951,0.0
TCS,2026-04-09 19:46:58.983,Press Release - TCS renews its strategic partnership with Marks and Spencer,positive,0.9432493448257446,0.9432493448257446
TCS,2026-04-09 21:25:56.497,"Audio of earnings conference call for the quarter and year ended March 31, 2026",neutral,0.8820021748542786,0.0
TCS,2026-04-09 21:26:25.780,"Audio of earnings conference call for the quarter and year ended March 31, 2026",neutral,0.8820021748542786,0.0
TCS,2026-04-11 12:01:50.527,Tata Consultancy Services Limited has informed the Stock Exchange about copy of ,neutral,0.944010853767395,0.0
TCS,2026-04-14 20:04:50.700,Transcript of the earnings conference call,neutral,0.9214149713516235,0.0
TCS,2026-04-15 12:31:24.857,Press Release - TCS and University of Cincinnati Announce ''My First AI Job'' Pr,positive,0.5581157207489014,0.5581157207489014
TCS,2026-04-17 20:10:43.187,Statement by Chief Executive Officer and Managing Director,neutral,0.9369726181030273,0.0
TCS,2026-04-27 11:32:06.617,Press Release - TCS and Siemens Energy AG Forge Strategic AI Partnership to Driv,positive,0.9047895669937134,0.9047895669937134
TCS,2026-04-28 11:31:15.437,Press Release - TCS and Australian Securities Exchange (ASX) go-live with CHESS ,neutral,0.9468219876289368,0.0
TCS,2026-05-05 17:16:17.787,Intimation of date of Annual General Meeting of the Company,neutral,0.9382720589637756,0.0
TCS,2026-05-05 17:21:59.177,Tata Consultancy Services Limited has informed the Exchange that Record date for,neutral,0.9480030536651611,0.0
TCS,2026-05-05 17:26:27.960,Tata Consultancy Services Limited has informed the Exchange about Date of Paymen,neutral,0.9475533962249756,0.0
TCS,2026-05-07 16:14:03.600,Copy of Newspaper Advertisement filed with Stock Exchange,neutral,0.898844838142395,0.0
TCS,2026-05-07 19:12:40.637,"Enclosed Annual Secretarial Compliance Report for the year ended March 31, 2026",neutral,0.8630635142326355,0.0
TCS,2026-05-08 17:51:55.450,Newspaper Publication,neutral,0.9207821488380432,0.0
TCS,2026-05-12 11:30:33.730,Press Release - TCS and Rezolve Ai forge first-of-its-kind partnership to scale ,positive,0.875899076461792,0.875899076461792
WIPRO,2026-04-02 18:02:14.887,It is informed that the trading window for dealing in the securities of the Comp,neutral,0.7557865381240845,0.0
WIPRO,2026-04-03 17:55:07.397,Certificate under Regulation 74 (5) of SEBI (Depositories and Participants) Regu,neutral,0.9505516886711121,0.0
WIPRO,2026-04-06 04:30:20.477,Pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requir,neutral,0.6709290146827698,0.0
WIPRO,2026-04-06 04:36:08.773,Press Release - Wipro Wins One of its Largest Strategic Transformation Engagemen,positive,0.9436925649642944,0.9436925649642944
WIPRO,2026-04-06 18:02:31.163,Newspaper Advertisement - Regulation 30 of SEBI (Listing Obligations and Disclos,neutral,0.9484953880310059,0.0
WIPRO,2026-04-07 17:40:57.900,Grant of Restricted Stock Units,neutral,0.945041835308075,0.0
WIPRO,2026-04-07 18:19:41.597,Allotment of Equity Shares,neutral,0.9429649710655212,0.0
WIPRO,2026-04-08 17:56:42.410,"Wipro Limited to Announce Results for the Fourth Quarter ended March 31, 2026, o",neutral,0.9529492259025574,0.0
WIPRO,2026-04-09 15:46:37.730,Wipro Ltdhas informed BSE that the meeting of the Board of Directors of the Comp,neutral,0.9496919512748718,0.0
